"Item_Number","Set_Name","Price","Pieces","Theme","Size"
"31093","Riverside Houseboat",39.99,396,"Creator 3-in-1","Small"
"41604","Iron Man MK50",9.99,101,"BrickHeadz","Small"
"75247","Rebel A-wing Starfighter",14.99,62,"Star Wars","Small"
"41156","Rapunzel's Castle Bedroom",19.99,156,"Disney","Small"
"10755","Zane's Ninja Boat Pursuit",19.99,131,"Juniors","Small"
"41372","Stephanie's Gymnastics Show",29.99,241,"Friends","Small"
"21163","The Redstone Battle",39.99,504,"Minecraft","Small"
"11005","Creative Fun",39.99,900,"Classic","Small"
"42105","Catamaran",49.99,404,"Technic","Small"
"76115","Spider Mech vs. Venom",49.99,604,"Marvel","Small"
"75250","Pasaana Speeder Chase",39.99,373,"Star Wars","Small"
"41164","Enchanted Tree House",49.99,302,"LEGO Frozen 2","Small"
"41255","Pop Village Celebration",49.99,380,"Trolls World Tour","Small"
"70432","Haunted Fairground",49.99,466,"Hidden Side","Small"
"70422","Shrimp Shack Attack",49.99,578,"Hidden Side","Small"
"70435","Newbury Abandoned Prison",39.99,400,"Hidden Side","Small"
"71376","Thwomp Drop",39.99,393,"LEGO Super Mario","Small"
"75894","1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy",49.99,481,"Speed Champions","Small"
"76096","Superman & Krypto Team-Up",19.99,199,"DC","Small"
"75242","Black Ace TIE Interceptor",49.99,396,"Star Wars","Small"
"41374","Andrea's Pool Party",49.99,468,"Friends","Small"
"60232","Garage Centre",49.99,234,"City","Small"
"75254","AT-ST Raider",49.99,540,"Star Wars","Small"
"70675","Katana 4X4",49.99,450,"NINJAGO","Small"
"76120","Batwing and The Riddler Heist",49.99,489,"Batman","Small"
"31095","Fairground Carousel",49.99,595,"Creator 3-in-1","Small"
"41330","Stephanie's Soccer Practice",14.99,119,"Friends","Small"
"41332","Emma's Art Stand",19.99,210,"Friends","Small"
"76138","Batman and The Joker Escape",39.99,171,"Batman","Small"
"76104","The Hulkbuster Smash-Up",29.99,375,"Marvel","Small"
"75262","Imperial Dropship  20th Anniversary Edition",19.99,125,"Star Wars","Small"
"10757","Raptor Rescue Truck",24.99,85,"Juniors","Small"
"10899","Frozen Ice Castle",49.99,59,"Disney","Small"
"70651","Throne Room Showdown",19.99,221,"NINJAGO","Small"
"31104","Monster Burger Truck",49.99,499,"Creator 3-in-1","Small"
"42072","WHACK!",19.99,135,"Technic","Small"
"60257","Service Station",49.99,354,"City","Small"
"41618","Anna & Olaf",14.99,201,"BrickHeadz","Small"
"41334","Andrea's Park Performance",24.99,229,"Friends","Small"
"41598","The Flash",9.99,122,"DC","Small"
"75964","Harry Potter Advent Calendar",39.99,305,"Harry Potter","Small"
"75537","Darth Maul",29.99,104,"Star Wars","Small"
"41329","Olivia's Deluxe Bedroom",14.99,163,"Friends","Small"
"75215","Cloud-Rider Swoop Bikes",29.99,355,"Star Wars","Small"
"75237","TIE Fighter Attack",19.99,77,"Star Wars","Small"
"75551","Brick-built Minions and their Lair",49.99,876,"Minions","Small"
"75228","Escape Pod vs. Dewback Microfighters",19.99,177,"Star Wars","Small"
"70650","Destiny's Wing",19.99,181,"NINJAGO","Small"
"10889","Mickey's Vacation House",49.99,57,"Disney","Small"
"10903","Fire Station",49.99,76,"DUPLO","Large"
"71711","Jay's Cyber Dragon",49.99,518,"NINJAGO","Small"
"76129","Hydro-Man Attack",39.99,471,"Marvel","Small"
"42089","Power Boat",14.99,174,"Technic","Small"
"71699","Thunder Raider",49.99,576,"NINJAGO","Small"
"60244","Police Helicopter Transport",49.99,317,"City","Small"
"70431","The Lighthouse of Darkness",49.99,540,"Hidden Side","Small"
"75973","D.Va & Reinhardt",39.99,455,"Overwatch","Small"
"21152","Pirate Ship",39.99,386,"Minecraft","Small"
"70837","Shimmer & Shine Sparkle Spa!",69.99,694,"THE LEGO MOVIE 2","Small"
"31077","Modular Sweet Surprises",39.99,396,"Creator 3-in-1","Small"
"10753","The Joker Batcave Attack",24.99,151,"Batman","Small"
"41333","Olivia's Mission Vehicle",19.99,223,"Friends","Small"
"31080","Modular Winter Vacation",34.99,374,"Creator 3-in-1","Small"
"10877","Belle's Tea Party",19.99,19,"Disney","Small"
"70849","Wyld-Mayhem Star Fighter",49.99,405,"THE LEGO MOVIE 2","Small"
"10764","City Central Airport",49.99,376,"Juniors","Small"
"10893","Spider-Man vs. Electro",19.99,29,"Marvel","Small"
"75245","Star Wars Advent Calendar",39.99,280,"Star Wars","Small"
"41349","Drifting Diner",29.99,345,"Friends","Small"
"10879","Gentle Giants Petting Zoo",19.99,24,"Jurassic World","Small"
"21043","San Francisco",49.99,565,"Architecture","Small"
"41160","Ariel's Castle",24.99,115,"Disney","Small"
"70423","Paranormal Intercept Bus 3000",59.99,689,"Hidden Side","Small"
"75887","Porsche 919 Hybrid",14.99,163,"Speed Champions","Small"
"10881","Mickey's Boat",29.99,28,"Disney","Small"
"75935","Baryonyx Face-Off: The Treasure Hunt",59.99,434,"Jurassic World","Small"
"76144","Avengers Hulk Helicopter Rescue",59.99,482,"Marvel","Small"
"76125","Iron Man Hall of Armour",59.99,524,"Marvel","Small"
"75947","Hagrid's Hut: Buckbeak's Rescue",59.99,496,"Harry Potter","Small"
"41380","Lighthouse Rescue Centre",59.99,602,"Friends","Small"
"31096","Twin-Rotor Helicopter",59.99,569,"Creator 3-in-1","Small"
"75241","Action Battle Echo Base Defence",59.99,504,"Star Wars","Small"
"41379","Heartlake City Restaurant",59.99,624,"Friends","Small"
"60227","Lunar Space Station",59.99,412,"City","Small"
"41344","Andrea's Accessories Store",29.99,294,"Friends","Small"
"75937","Triceratops Rampage",59.99,447,"Jurassic World","Small"
"41394","Heartlake City Hospital",49.99,379,"Friends","Small"
"76102","Thor's Weapon Quest",19.99,223,"Marvel","Small"
"75193","Millennium Falcon Microfighter",9.99,92,"Star Wars","Small"
"41619","Darth Vader",9.99,104,"Star Wars","Small"
"10880","T. rex Tower",29.99,22,"Jurassic World","Small"
"75200","Ahch-To Island Training",29.99,241,"Star Wars","Small"
"76114","Spider-Man's Spider Crawler",39.99,418,"Marvel","Small"
"75210","Moloch's Landspeeder",39.99,464,"Star Wars","Small"
"10760","Underminer's Bank Heist",24.99,149,"Juniors","Small"
"41346","Friendship Box",49.99,563,"Friends","Small"
"21044","Paris",49.99,649,"Architecture","Small"
"41342","Emma's Deluxe Bedroom",14.99,183,"Friends","Small"
"41157","Rapunzel's Travelling Caravan",39.99,323,"Disney","Small"
"43180","Belle's Castle Winter Celebration",49.99,238,"Disney","Small"
"76159","Joker's Trike Chase",49.99,440,"Batman","Small"
"10763","Stephanie's Lakeside House",34.99,215,"Friends","Small"
"75940","Gallimimus and Pteranodon Breakout",49.99,391,"Jurassic World","Small"
"70667","Kai's Blade Cycle & Zane's Snowmobile",29.99,376,"NINJAGO","Small"
"76899","Lamborghini Urus ST-X & Huracán Super Trofeo EVO",49.99,663,"Speed Champions","Small"
"41428","Beach House",49.99,444,"Friends","Small"
"71362","Guarded Fortress",49.99,468,"LEGO Super Mario","Small"
"10914","Deluxe Brick Box",49.99,85,"DUPLO","Large"
"21047","Las Vegas",39.99,501,"Architecture","Small"
"42106","Stunt Show Truck & Bike",49.99,610,"Technic","Small"
"42093","Chevrolet Corvette ZR1",49.99,579,"Technic","Small"
"75927","Stygimoloch Breakout",29.99,222,"Jurassic World","Small"
"10404","Ocean's Bottom",29.99,579,"Classic","Small"
"60245","Police Monster Truck Heist",59.99,362,"City","Small"
"75229","Death Star Escape",29.99,329,"Star Wars","Small"
"41335","Mia's Tree House",29.99,351,"Friends","Small"
"41368","Andrea's Talent Show",49.99,492,"Friends","Small"
"10874","Steam Train",59.99,59,"DUPLO","Large"
"75277","Boba Fett",59.99,625,"Star Wars","Small"
"60217","Fire Plane",59.99,363,"City","Small"
"75888","Porsche 911 RSR and 911 Turbo 3.0",29.99,391,"Speed Champions","Small"
"41622","Peter Venkman & Slimer",19.99,228,"BrickHeadz","Small"
"60223","Harvester Transport",29.99,358,"City","Small"
"75276","Stormtrooper",59.99,647,"Star Wars","Small"
"75249","Resistance Y-wing Starfighter",69.99,578,"Star Wars","Small"
"76130","Stark Jet and the Drone Attack",69.99,504,"Spider-Man","Small"
"75953","Hogwarts Whomping Willow",69.99,753,"Harry Potter","Small"
"75240","Major Vonreg's TIE Fighter",69.99,496,"Star Wars","Small"
"60215","Fire Station",69.99,509,"City","Small"
"10864","Large Playground Brick Box",49.99,71,"DUPLO","Large"
"21051","Tokyo",59.99,547,"Architecture","Small"
"75278","D-O",69.99,519,"Star Wars","Small"
"21052","Dubai",59.99,740,"Architecture","Small"
"41365","Emma's Art Studio",24.99,235,"Friends","Small"
"21316","The Flintstones",59.99,748,"Ideas","Small"
"76097","Lex Luthor Mech Takedown",39.99,406,"DC","Small"
"70828","Pop-Up Party Bus",79.99,1024,"THE LEGO MOVIE 2","Small"
"21160","The Illager Raid",59.99,562,"Minecraft","Small"
"41352","The Big Race Day",59.99,648,"Friends","Small"
"76152","Avengers Wrath of Loki",59.99,223,"Marvel","Small"
"60261","Central Airport",59.99,286,"City","Small"
"10761","The Great Home Escape",29.99,178,"Juniors","Small"
"21039","Shanghai",59.99,597,"Architecture","Small"
"10906","Tropical Island",59.99,73,"DUPLO","Large"
"10929","Modular Playhouse",59.99,129,"DUPLO","Large"
"76165","Iron Man",59.99,480,"Marvel","Small"
"70436","Phantom Fire Truck 3000",59.99,760,"Hidden Side","Small"
"21319","Central Perk",59.99,1070,"Ideas","Small"
"21320","Dinosaur Fossils",59.99,910,"Ideas","Small"
"76117","Batman Mech vs. Poison Ivy Mech",39.99,375,"Batman","Small"
"31085","Mobile Stunt Show",49.99,581,"Creator 3-in-1","Small"
"21138","The Melon Farm",14.99,69,"Minecraft","Small"
"41369","Mia's House",69.99,715,"Friends","Small"
"41616","Hermione Granger",9.99,127,"BrickHeadz","Small"
"70639","Street Race of Snake Jaguar",29.99,308,"NINJAGO","Small"
"75216","Snoke's Throne Room",69.99,492,"Star Wars","Small"
"75955","Hogwarts Express",79.99,801,"Harry Potter","Small"
"43172","Elsa's Ice Palace",79.99,701,"LEGO Frozen 2","Small"
"41167","Arendelle Castle",79.99,521,"LEGO Frozen 2","Small"
"75208","Yoda's Hut",29.99,229,"Star Wars","Small"
"60172","Dirt Road Pursuit",39.99,297,"City","Small"
"70829","Emmet and Lucy's Escape Buggy!",49.99,550,"THE LEGO MOVIE 2","Small"
"31083","Cruising Adventures",59.99,597,"Creator 3-in-1","Small"
"76100","Royal Talon Fighter Attack",29.99,358,"Marvel","Small"
"60182","Pickup & Caravan",29.99,344,"City","Small"
"60193","Arctic Air Transport",39.99,277,"City","Small"
"75974","Bastion",49.99,602,"Overwatch","Small"
"41161","Aladdin's and Jasmine's Palace Adventures",29.99,193,"Disney","Small"
"21142","The Polar Igloo",29.99,278,"Minecraft","Small"
"75975","Watchpoint: Gibraltar",89.99,730,"Overwatch","Small"
"41455","Unikingdom Creative Brick Box",39.99,433,"Unikitty!","Small"
"75928","Blue's Helicopter Pursuit",39.99,397,"Jurassic World","Small"
"41338","Stephanie's Sports Arena",44.99,460,"Friends","Small"
"42107","Ducati Panigale V4 R",69.99,646,"Technic","Small"
"60183","Heavy Cargo Transport",29.99,310,"City","Small"
"41429","Heartlake City Airplane",69.99,574,"Friends","Small"
"75968","4 Privet Drive",69.99,797,"Harry Potter","Small"
"41395","Friendship Bus",69.99,778,"Friends","Small"
"31108","Caravan Family Holiday",69.99,766,"Creator 3-in-1","Small"
"60202","People Pack - Outdoor Adventures",39.99,164,"City","Small"
"41610","Tactical Batman & Superman",19.99,209,"BrickHeadz","Small"
"60186","Mining Heavy Driller",49.99,294,"City","Small"
"21321","International Space Station",69.99,864,"Ideas","Small"
"75284","Knights of Ren Transport Ship",69.99,595,"Star Wars","Small"
"21161","The Crafting Box 3.0",69.99,564,"Minecraft","Small"
"21143","The Nether Portal",39.99,470,"Minecraft","Small"
"10758","T. Rex Breakout",49.99,150,"Juniors","Small"
"71712","Empire Temple of Madness",79.99,810,"NINJAGO","Small"
"70676","Lloyd's Titan Mech",79.99,876,"NINJAGO","Small"
"70670","Monastery of Spinjitzu",79.99,1070,"NINJAGO","Small"
"75205","Mos Eisley Cantina",39.99,376,"Star Wars","Small"
"70640","S.O.G. Headquarters",39.99,530,"NINJAGO","Small"
"75201","First Order AT-ST",39.99,370,"Star Wars","Small"
"31097","Townhouse Pet Shop & Café",79.99,969,"Creator 3-in-1","Small"
"60194","Arctic Scout Truck",59.99,322,"City","Small"
"10876","Spider-Man & Hulk Adventures",29.99,38,"DUPLO","Large"
"75199","General Grievous' Combat Speeder",29.99,157,"Star Wars","Small"
"31079","Sunshine Surfer Van",34.99,379,"Creator 3-in-1","Small"
"21139","The Nether Fight",14.99,84,"Minecraft","Small"
"42074","Racing Yacht",39.99,330,"Technic","Small"
"21045","Trafalgar Square",79.99,1197,"Architecture","Small"
"70679","The Ultra Dragon",84.99,951,"NINJAGO","Small"
"41623","Ariel & Ursula",19.99,361,"BrickHeadz","Small"
"75534","Darth Vader",39.99,168,"Star Wars","Small"
"21314","TRON: Legacy",34.99,230,"Ideas","Small"
"75261","Clone Scout Walker  20th Anniversary Edition",29.99,250,"Star Wars","Small"
"75286","General Grievous's Starfighter",79.99,487,"Star Wars","Small"
"75272","Sith TIE Fighter",79.99,470,"Star Wars","Small"
"76151","Venomosaurus Ambush",79.99,640,"Marvel","Small"
"21155","The Creeper Mine",79.99,834,"Minecraft","Small"
"60265","Ocean Exploration Base",79.99,497,"City","Small"
"41424","Jungle Rescue Base",79.99,648,"Friends","Small"
"76126","Avengers Ultimate Quinjet",79.99,840,"Marvel","Small"
"76131","Avengers Compound Battle",99.99,699,"Marvel","Small"
"41433","Party Boat",79.99,640,"Friends","Small"
"42095","Remote-Controlled Stunt Racer",99.99,324,"Technic","Small"
"41381","Rescue Mission Boat",89.99,908,"Friends","Small"
"60233","Donut Shop Opening",89.99,790,"City","Small"
"21041","Great Wall of China",49.99,551,"Architecture","Small"
"41153","Ariel's Royal Celebration Boat",49.99,380,"Disney","Small"
"60173","Mountain Arrest",59.99,303,"City","Small"
"31081","Modular Skate House",39.99,422,"Creator 3-in-1","Small"
"41615","Harry Potter & Hedwig",14.99,180,"BrickHeadz","Small"
"10868","Farm Pony Stable",29.99,59,"DUPLO","Large"
"42075","First Responder",49.99,513,"Technic","Small"
"60210","Air Base",89.99,529,"City","Small"
"41336","Emma's Art Café",32.99,378,"Friends","Small"
"70831","Emmet's Dream House/Rescue Rocket!",69.99,706,"THE LEGO MOVIE 2","Small"
"60209","Diamond Heist",59.99,400,"City","Small"
"75234","AT-AP Walker",59.99,689,"Star Wars","Small"
"21315","Pop-Up Book",69.99,859,"Ideas","Small"
"75259","Snowspeeder  20th Anniversary Edition",39.99,309,"Star Wars","Small"
"41597","Go Brick Me",29.99,708,"BrickHeadz","Small"
"75273","Poe Dameron's X-wing Fighter",89.99,761,"Star Wars","Small"
"75938","T. rex vs Dino-Mech Battle",89.99,716,"Jurassic World","Small"
"75948","Hogwarts Clock Tower",89.99,922,"Harry Potter","Small"
"10405","Mission to Mars",59.99,871,"Classic","Small"
"76166","Avengers Tower Battle",89.99,685,"Marvel","Small"
"76160","Mobile Bat Base",89.99,743,"DC","Small"
"10271","Fiat 500",89.99,960,"Creator Expert","Small"
"21317","Steamboat Willie",89.99,751,"Ideas","Small"
"75255","Yoda",99.99,1771,"Star Wars","Small"
"70678","Castle of the Forsaken Emperor",99.99,1218,"NINJAGO","Small"
"60228","Deep Space Rocket and Launch Control",99.99,837,"City","Small"
"60216","Downtown Fire Brigade",99.99,943,"City","Small"
"76107","Thanos: Ultimate Battle",69.99,674,"Marvel","Small"
"70838","Queen Watevra's So-Not-Evil' Space Palace",99.99,997,"THE LEGO MOVIE 2","Small"
"70652","Stormbringer",39.99,493,"NINJAGO","Small"
"71360","Adventures with Mario",59.99,231,"LEGO Super Mario","Small"
"41162","Ariel, Aurora, and Tiana's Royal Celebration",39.99,282,"Disney","Small"
"70658","Oni Titan",49.99,522,"NINJAGO","Small"
"75533","Boba Fett",29.99,144,"Star Wars","Small"
"70669","Cole's Earth Driller",49.99,587,"NINJAGO","Small"
"10907","World Animals",99.99,121,"DUPLO","Large"
"21042","Statue of Liberty",119.99,1685,"Architecture","Small"
"10878","Rapunzel's Tower",29.99,37,"DUPLO","Large"
"10266","NASA Apollo 11 Lunar Lander",99.99,1087,"Creator Expert","Small"
"10269","Harley-Davidson Fat Boy",99.99,1023,"Creator Expert","Small"
"76122","Batcave Clayface Invasion",99.99,1038,"Batman","Small"
"21054","The White House",99.99,1483,"Architecture","Small"
"42111","Dom's Dodge Charger",99.99,1077,"Technic","Small"
"60262","Passenger Airplane",99.99,669,"City","Small"
"41430","Summer Fun Water Park",99.99,1001,"Friends","Small"
"31109","Pirate Ship",99.99,1264,"Creator 3-in-1","Small"
"75536","Range Trooper",24.99,101,"Star Wars","Small"
"70830","Sweet Mayhem's Systar Starship!",69.99,502,"THE LEGO MOVIE 2","Small"
"75941","Indominus rex vs. Ankylosaurus",99.99,537,"Jurassic World","Small"
"10277","Crocodile Locomotive",99.99,1271,"Creator Expert","Small"
"75969","Hogwarts Astronomy Tower",99.99,971,"Harry Potter","Small"
"75954","Hogwarts Great Hall",99.99,878,"Harry Potter","Small"
"10267","Gingerbread House",99.99,1477,"Creator Expert","Small"
"70835","Rex's Rexplorer!",119.99,1187,"THE LEGO MOVIE 2","Small"
"42108","Mobile Crane",99.99,1292,"Technic","Small"
"70437","Mystery Castle",99.99,1035,"Hidden Side","Small"
"60246","Police Station",99.99,743,"City","Small"
"60258","Tuning Workshop",99.99,897,"City","Small"
"70424","Ghost Train Express",79.99,698,"Hidden Side","Small"
"75202","Defense of Crait",84.99,746,"Star Wars","Small"
"75219","Imperial AT-Hauler",99.99,829,"Star Wars","Small"
"60196","Arctic Supply Plane",79.99,707,"City","Small"
"70641","Ninja Nightcrawler",39.99,552,"NINJAGO","Small"
"75933","T. Rex Transport",69.99,609,"Jurassic World","Small"
"21046","Empire State Building",129.99,1767,"Architecture","Small"
"75217","Imperial Conveyex Transport",89.99,622,"Star Wars","Small"
"70677","Land Bounty",129.99,1178,"NINJAGO","Small"
"41375","Heartlake City Amusement Pier",129.99,1251,"Friends","Small"
"76098","Speed Force Freeze Pursuit",29.99,271,"DC","Small"
"76153","Avengers Helicarrier",119.99,1244,"Marvel","Small"
"31197","Andy Warhol's Marilyn Monroe",119.99,3341,"LEGO Art","Small"
"75243","Slave I - 20th Anniversary Edition",119.99,1007,"Star Wars","Small"
"31198","The Beatles",119.99,2933,"LEGO Art","Small"
"31200","Star Wars The Sith",119.99,3406,"LEGO Art","Small"
"70653","Firstbourne",69.99,882,"NINJAGO","Small"
"76103","Corvus Glaive Thresher Attack",39.99,416,"Marvel","Small"
"42079","Heavy Duty Forklift",69.99,592,"Technic","Small"
"42096","Porsche 911 RSR",149.99,1580,"Technic","Small"
"10875","Cargo Train",119.99,105,"DUPLO","Large"
"42076","Hovercraft",89.99,1020,"Technic","Small"
"42109","App-Controlled Top Gear Rally Car",129.99,463,"Powered UP","Small"
"75256","Kylo Ren's Shuttle",129.99,1005,"Star Wars","Small"
"75251","Darth Vader's Castle",129.99,1060,"Star Wars","Small"
"75889","Ferrari Ultimate Garage",99.99,841,"Speed Champions","Small"
"70425","Newbury Haunted High School",129.99,1474,"Hidden Side","Small"
"75292","The Razor Crest",129.99,1023,"Star Wars","Small"
"75230","Porg",69.99,811,"Star Wars","Small"
"42094","Tracked Loader",79.99,827,"Technic","Small"
"60197","Passenger Train",159.99,677,"City","Small"
"60229","Rocket Assembly &Transport",149.99,1055,"City","Small"
"75929","Carnotaurus Gyrosphere Escape",79.99,577,"Jurassic World","Small"
"41152","Sleeping Beauty's Fairytale Castle",39.99,322,"Disney","Small"
"76112","App-Controlled Batmobile",99.99,321,"DC","Small"
"21146","The Skeleton Attack",39.99,457,"Minecraft","Small"
"41339","Mia's Camper Van",54.99,488,"Friends","Small"
"60174","Mountain Police Headquarters",89.99,663,"City","Small"
"75233","Droid Gunship",49.99,389,"Star Wars","Small"
"10265","Ford Mustang",149.99,1471,"Creator Expert","Small"
"60266","Ocean Exploration Ship",149.99,745,"City","Small"
"70923","The Bat-Space Shuttle",79.99,643,"DC","Small"
"21313","Ship in a Bottle",69.99,962,"Ideas","Small"
"60195","Arctic Mobile Exploration Base",119.99,786,"City","Small"
"42080","Forest Harvester",149.99,1003,"Technic","Small"
"41154","Cinderella's Dream Castle",69.99,585,"Disney","Small"
"75257","Millennium Falcon",159.99,1353,"Star Wars","Small"
"70642","Killow vs. Samurai X",49.99,556,"NINJAGO","Small"
"41345","Heartlake City Pet Centre",59.99,474,"Friends","Small"
"42077","Rally Car",109.99,1005,"Technic","Small"
"21147","The Bedrock Adventures",89.99,644,"Minecraft","Small"
"75218","X-wing Starfighter",79.99,730,"Star Wars","Small"
"42097","Compact Crawler Crane",99.99,920,"Technic","Small"
"31084","Pirate Roller Coaster",89.99,923,"Creator 3-in-1","Small"
"75221","Imperial Landing Craft",89.99,636,"Star Wars","Small"
"42081","Volvo Concept Wheel Loader ZEUX",139.99,1167,"Technic","Small"
"42110","Land Rover Defender",199.99,2573,"Technic","Small"
"42098","Car Transporter",179.99,2493,"Technic","Small"
"10270","Bookshop",179.99,2504,"Creator Expert","Small"
"60198","Cargo Train",229.99,1227,"City","Small"
"41340","Friendship House",69.99,722,"Friends","Small"
"10268","Vestas Wind Turbine",199.99,826,"Creator Expert","Small"
"76105","The Hulkbuster: Ultron Edition",119.99,1363,"Marvel","Small"
"70655","Dragon Pit",129.99,1660,"NINJAGO","Small"
"76108","Sanctum Sanctorum Showdown",99.99,1004,"Marvel","Small"
"75253","Droid Commander",199.99,1177,"Star Wars","Small"
"21144","The Farm Cottage",49.99,549,"Minecraft","Small"
"75810","The Upside Down",199.99,2287,"Stranger Things","Small"
"10264","Corner Garage",199.99,2569,"Creator Expert","Small"
"75244","Tantive IV",199.99,1768,"Star Wars","Small"
"75275","A-wing Starfighter",199.99,1673,"Star Wars","Small"
"21322","Pirates of Barracuda Bay",199.99,2545,"Ideas","Small"
"75211","Imperial TIE Fighter",69.99,519,"Star Wars","Small"
"75930","Indoraptor Rampage at Lockwood Estate",129.99,1019,"Jurassic World","Small"
"60204","City Hospital",99.99,861,"City","Small"
"70654","Dieselnaut",109.99,1179,"NINJAGO","Small"
"75220","Sandcrawler",139.99,1239,"Star Wars","Small"
"42099","4x4 X-Treme Off-Roader",249.99,958,"Powered UP","Small"
"70839","The Rexcelsior!",149.99,1826,"THE LEGO MOVIE 2","Small"
"41347","Heartlake City Resort",99.99,1017,"Friends","Small"
"75288","AT-AT",159.99,1267,"Star Wars","Small"
"60188","Mining Experts Site",99.99,883,"City","Small"
"60200","Capital City",149.99,1211,"City","Small"
"42114","6x6 Volvo Articulated Hauler",249.99,2193,"Technic","Small"
"10260","Downtown Diner",169.99,2480,"Creator Expert","Small"
"75212","Kessel Run Millennium Falcon",169.99,1414,"Star Wars","Small"
"70643","Temple of Resurrection",69.99,765,"NINJAGO","Small"
"42082","Rough Terrain Crane",299.99,4057,"Technic","Small"
"10272","Old Trafford - Manchester United",299.99,3898,"Creator Expert","Small"
"10869","Farm Adventures",59.99,104,"DUPLO","Large"
"42078","Mack Anthem",179.99,2595,"Technic","Small"
"42083","Bugatti Chiron",349.99,3599,"Technic","Small"
"10261","Roller Coaster",379.99,4124,"Creator Expert","Small"
"21311","Voltron",179.99,2321,"Ideas","Small"
"71043","Hogwarts Castle",399.99,6020,"Harry Potter","Small"
"70657","NINJAGO City Docks",229.99,3553,"NINJAGO","Small"
"42100","Liebherr R 9800",449.99,4108,"Powered UP","Small"
"75222","Betrayal at Cloud City",349.99,2812,"Star Wars","Small"
"75252","Imperial Star Destroyer",699.99,4784,"Star Wars","Small"
"40362","Battle of Endor",14.99,197,"Star Wars","Small"
"30556","Mini Frame",4.99,85,"DOTS","Small"
"41914","Creative Picture Frames",19.99,398,"DOTS","Small"
"30326","Farm - Girl",3.49,4,"DUPLO","Large"
"30341","Monkie Kid's Delivery Bike",4.99,22,"Monkie Kid","Small"
"30357","Road Worker",3.99,58,"City","Small"
"30359","Police Water Plane",3.99,48,"City","Small"
"30360","Arctic Ice Saw",3.99,43,"City","Small"
"30365","Space Satellite",3.99,36,"City","Small"
"30369","Beach Buggy",4.99,45,"City","Small"
"30382","Baby Velociraptor Playpen",3.99,48,"Jurassic World","Small"
"30403","Olivia's Remote Control Boat",3.99,25,"Friends","Small"
"30406","Unikitty Roller Coaster Wagon",3.99,46,"Unikitty!","Small"
"30411","Chocolate Box & Flower",4.99,75,"Friends","Small"
"30450","Royal Talon Fighter",3.99,59,"Marvel","Small"
"30460","Rex's Plantimal Ambush",3.99,32,"THE LEGO MOVIE 2","Small"
"30525","The Guardians' Ship",3.99,69,"Marvel","Small"
"30555","Poppy's Carriage",4.99,51,"Trolls World Tour","Small"
"40298","DJ",4.99,22,"Star Wars","Small"
"40311","Traffic Lights",3.99,46,"Xtra","Small"
"40312","Streetlamps",3.99,34,"Xtra","Small"
"40342","Ninjago Minifigure Pack",12.99,59,"NINJAGO","Small"
"40343","Spider-Man and the Museum Break-In",14.99,49,"Marvel","Small"
"40344","Summer Celebration Minifigure Pack",12.99,45,"Minifigures","Small"
"40372","Police MF Accessory Set",12.99,42,"Minifigures","Small"
"40373","Fairground Accessory Set",12.99,51,"Minifigures","Small"
"40375","Sports Accessories",3.99,36,"Xtra","Small"
"40376","Botanical Accessories",3.99,32,"Xtra","Small"
"40418","Falcon & Black Widow Team-Up",14.99,60,"Marvel","Small"
"70685","Spinjitzu Burst - Cole",9.99,48,"NINJAGO","Small"
"70687","Spinjitzu Burst Lloyd",9.99,48,"NINJAGO","Small"
"40374","Golden Zane Accessory Set",12.99,73,"NINJAGO","Small"
"41406","Stephanie's Play Cube - Beauty Salon",9.99,44,"Friends","Small"
"41434","Andrea's Jungle Play Cube",9.99,47,"Friends","Small"
"41435","Stephanie's Jungle Play Cube",9.99,41,"Friends","Small"
"41436","Olivia's Jungle Play Cube",9.99,51,"Friends","Small"
"41437","Mia's Jungle Play Cube",9.99,43,"Friends","Small"
"30624","Obi-Wan Kenobi - Collectable Minifigure",3.99,12,"Star Wars","Small"
"30325","My First Dinosaur",3.49,7,"DUPLO","Large"
"40419","Hogwarts Students Accessory Set",14.99,53,"Harry Potter","Small"
"10884","My First Balancing Animals",14.99,15,"DUPLO","Large"
"10930","Bulldozer",9.99,10,"DUPLO","Large"
"10887","Creative Fun",39.99,120,"DUPLO","Large"
"10931","Truck & Tracked Excavator",19.99,20,"DUPLO","Large"
"71026","Mister Miracle",4.99,9,"DC","Small"
"71027","Piñata Boy",4.99,8,"Minifigures","Small"
"10919","Batcave",29.99,33,"Batman","Small"
"10922","Ariel's Undersea Castle",29.99,35,"Disney","Small"
"10934","Creative Animals",59.99,175,"DUPLO","Large"
"71028","Harry Potter",4.99,8,"Harry Potter","Small"
"30542","Cute Pug",3.99,68,"Creator 3-in-1","Small"
"10932","Wrecking Ball Demolition",59.99,56,"DUPLO","Large"
"40273","Thanksgiving Turkey",9.99,114,"BrickHeadz","Small"
"10924","Lightning McQueen's Race Day",29.99,42,"Disney","Small"
"40377","Donald Duck",9.99,90,"Disney","Small"
"10748","Emma's Pet Party",9.99,67,"Friends","Small"
"41599","Wonder Woman",9.99,143,"BrickHeadz","Small"
"40350","Easter Chick",9.99,120,"BrickHeadz","Small"
"40361","Olaf's Traveling Sleigh",12.99,97,"Disney","Small"
"40379","Valentine's Bear",9.99,150,"BrickHeadz","Small"
"40436","Lucky Cat",9.99,134,"BrickHeadz","Small"
